Time,Current (A),RRCF Anomaly Score,Outlier
2004-02-14,11.826282960302732,0.0,False
2004-02-15,11.804308624193794,1.0000000000000009,False
2004-02-16,11.80360596556941,1.310000000000001,False
2004-02-17,11.239218172388057,1.6100000000000012,False
2004-02-18,11.810166127516938,1.7300000000000009,False
2004-02-19,11.811460636696346,1.855000000000001,False
2004-02-20,11.793734122728633,2.563333333333332,False
2004-02-21,11.789532741515258,2.8399999999999976,False
2004-02-22,11.80041884971036,2.8916666666666644,False
2004-02-23,11.795662521676094,2.952499999999997,False
2004-02-24,10.50608499925724,3.6316666666666646,False
2004-02-25,11.783608318716835,2.0603333333333342,False
2004-02-26,11.784249776773672,2.192,False
2004-02-27,11.773643386638772,2.1856666666666658,False
2004-02-28,11.406236740709405,2.491357142857141,False
2004-02-29,11.772422311397241,2.9236666666666644,False
2004-03-01,11.768852377104121,3.972166666666664,False
2004-03-02,11.758958230879465,5.354333333333332,False
2004-03-03,11.737859477008062,4.739869047619046,False
2004-03-04,11.726861487878466,5.329571428571426,False
2004-03-05,11.732412956468108,5.536583333333327,False
2004-03-06,11.527600318545575,5.504916666666663,False
2004-03-07,11.47367243447088,5.7723571428571425,False
2004-03-08,11.786211407548269,4.834734126984126,False
2004-03-09,11.7655402570149,5.550892857142855,False
2004-03-10,11.722320778187886,5.312714285714286,False
2004-03-11,11.815446539598645,6.273100649350648,False
2004-03-12,11.805037845787904,6.41660317460317,False
2004-03-13,11.826666677114599,9.926741924741924,False
2004-03-14,11.875669934106035,7.4703759018759,False
2004-03-15,11.882435492446158,6.158147741147742,False
2004-03-16,11.862877415044697,6.122685786435787,False
2004-03-17,11.929120721035792,4.828888888888888,False
2004-03-18,11.221598922524564,7.634952741702741,False
2004-03-19,11.946329659493909,4.610654761904762,False
2004-03-20,11.917329027983053,6.762774891774894,False
2004-03-21,11.96806337589644,10.871928571428569,False
2004-03-22,11.926454028841713,14.378047619047614,False
2004-03-23,11.983727056777036,15.310631313131314,False
2004-03-24,12.000683684961414,16.90502380952381,False
2004-03-25,12.027442662024276,17.538760683760685,False
2004-03-26,12.030654192268662,15.086666666666677,False
2004-03-27,12.005459088833295,18.487369047619055,False
2004-03-28,12.063509951282516,15.626460317460316,False
2004-03-29,12.005464569608636,16.95003571428571,False
2004-03-30,12.031866282099235,16.96220371295372,False
2004-03-31,12.001987091791888,17.62922041847042,False
2004-04-01,11.947820503147664,19.11828571428572,False
2004-04-02,11.849861837198524,18.93304545454545,False
2004-04-03,11.85238895783838,20.04161904761904,False
2004-04-04,11.865613049605555,19.26080952380952,False
2004-04-05,11.676709208261109,17.255550505050508,False
2004-04-06,10.662262073425756,20.240638167388173,False
2004-04-07,9.647814938590397,21.29285064935065,False
2004-04-08,8.633367803755046,21.315071428571425,False
2004-04-09,7.618920668919697,22.66907142857142,False
2004-04-10,6.604473534084335,20.094658730158734,False
2004-04-11,5.5900263992489805,21.935652958152968,False
2004-04-12,4.575579264413634,19.948183982683986,False
2004-04-13,3.5611321295782745,21.6499761904762,False
2004-04-14,2.5466849947429218,15.072069985569987,False
2004-04-15,1.5322378599075668,17.379528166278178,False
2004-04-16,0.5177907250722126,13.170273698523701,False
2004-04-17,0.040675138888888886,16.42551931401931,False
2004-04-18,12.090541840233572,15.002443265068266,False
2004-04-19,12.005676761365507,12.215850382950384,False
2004-04-20,11.984761645151579,11.633909012040586,False
2004-04-21,12.082150385527385,12.49221012321012,False
2004-04-22,6.07555141111111,14.32447312409812,False
2004-04-23,11.81751832843647,13.378602006653473,False
2004-04-24,12.075073665072706,12.75410004782799,False
2004-04-25,11.990258456943224,14.945153148021571,False
2004-04-26,12.025188931650664,14.652442258721669,False
2004-04-27,11.776642822222225,15.359083583083589,False
2004-04-28,11.973817722896195,13.203547427245958,False
2004-04-29,11.94754812794554,14.167845492742549,False
2004-04-30,11.965585158112436,11.633838642351801,False
2004-05-01,0.051885694444444436,14.04955871742636,False
2004-05-02,3.2028104232772847,14.006772328162034,False
2004-05-03,4.598331252555234,13.906663697413693,False
2004-05-04,5.993852081833179,12.170635158700955,False
2004-05-05,7.389372911111122,12.075313492063493,False
2004-05-06,8.784893740389071,9.63575957947282,False
2004-05-07,10.180414569667015,5.887230158730159,False
2004-05-08,11.575935398944964,3.0689019036519034,False
2004-05-09,11.843219296779035,4.602510085889343,False
2004-05-10,11.877468946626465,4.939608407573467,False
2004-05-11,11.795107466608664,6.974757770007766,False
2004-05-12,11.849627236475234,5.676875190985483,False
2004-05-13,11.863925331997025,6.026343904461553,False
2004-05-14,11.876098085458072,6.992847913212483,False
2004-05-15,11.867903802254872,5.796558010015437,False
2004-05-16,11.869976188289359,3.8936588241665553,False
2004-05-17,11.887149762419504,5.121438889868303,False
2004-05-18,11.819595372334804,12.795259740259741,False
2004-05-19,11.849450435104457,13.45692016850426,False
2004-05-20,11.855767750672236,10.811319393569395,False
2004-05-21,11.810346708545945,12.345214285714285,False
2004-05-22,11.786277301698227,12.133642857142856,False
2004-05-23,11.841367264799723,13.425279371969026,False
2004-05-24,11.788545516985225,16.339285714285715,False
2004-05-25,11.79834386193213,11.70788347763348,False
2004-05-26,10.765644211423519,10.494641641983746,False
2004-05-27,11.471335620210082,12.300194086461985,False
2004-05-28,11.777512281876902,12.170188311688307,False
2004-05-29,11.799185351693485,15.55022236652236,False
2004-05-30,11.786023329435688,13.4417119047619,False
2004-05-31,11.796283986963616,13.877333333333326,False
2004-06-01,11.816185352811205,10.69771092796093,False
2004-06-02,11.80054892060193,14.711209706959705,False
2004-06-03,11.794868547294454,12.744194000443995,False
2004-06-04,12.714042755555539,10.191953223550998,False
2004-06-05,11.813748279255945,6.326538939818351,False
2004-06-06,11.777296935995608,7.424898075453955,False
2004-06-07,11.775912851141797,7.309448003793589,False
2004-06-08,11.75472868750204,8.090682086689824,False
2004-06-09,11.737491554618886,7.572683150183145,False
